Area,Year,Variable,Value_efficiency,Unit,Variable_GDP per capita,Value_GDP per capita,Unit_GDP per capita,Variable_Total population with access to safe drinking-water (JMP),Value_Total population with access to safe drinking-water (JMP),Unit_Total population with access to safe drinking-water (JMP),Variable_Population affected by water related disease,Value_Population affected by water related disease,Unit_Population affected by water related disease,Variable_Gender Inequality Index (GII) [equality = 0; inequality = 1),Value_Gender Inequality Index (GII) [equality = 0; inequality = 1),Unit_Gender Inequality Index (GII) [equality = 0; inequality = 1),Variable_Human Development Index (HDI) [highest = 1],Value_Human Development Index (HDI) [highest = 1],Unit_Human Development Index (HDI) [highest = 1],Variable_Total renewable water resources per capita,Value_Total renewable water resources per capita,Unit_Total renewable water resources per capita,Variable_Agricultural water withdrawal as % of total water withdrawal,Value_Agricultural water withdrawal as % of total water withdrawal,Unit_Agricultural water withdrawal as % of total water withdrawal,Variable_Industrial water withdrawal as % of total water withdrawal,Value_Industrial water withdrawal as % of total water withdrawal,Unit_Industrial water withdrawal as % of total water withdrawal
Togo,2009,SDG 6.4.1. Water Use Efficiency,13.076413323,US$/m3,GDP per capita,734.995445,current US$/inhab,Total population with access to safe drinking-water (JMP),59.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6018,,Human Development Index (HDI) [highest = 1],0.458,,Total renewable water resources per capita,2297.368934321,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2010,SDG 6.4.1. Water Use Efficiency,13.80181962,US$/m3,GDP per capita,721.525424,current US$/inhab,Total population with access to safe drinking-water (JMP),59.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.595,,Human Development Index (HDI) [highest = 1],0.468,,Total renewable water resources per capita,2236.811372132,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2011,SDG 6.4.1. Water Use Efficiency,14.946002068,US$/m3,GDP per capita,802.430952,current US$/inhab,Total population with access to safe drinking-water (JMP),60.5,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.589666667,,Human Development Index (HDI) [highest = 1],0.48,,Total renewable water resources per capita,2178.206319703,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2012,SDG 6.4.1. Water Use Efficiency,15.787267389,US$/m3,GDP per capita,781.599045,current US$/inhab,Total population with access to safe drinking-water (JMP),61.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.584333333,,Human Development Index (HDI) [highest = 1],0.484,,Total renewable water resources per capita,2122.24261853,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2013,SDG 6.4.1. Water Use Efficiency,17.036362531,US$/m3,GDP per capita,847.14666,current US$/inhab,Total population with access to safe drinking-water (JMP),61.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.579,,Human Development Index (HDI) [highest = 1],0.49,,Total renewable water resources per capita,2068.607696149,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2014,SDG 6.4.1. Water Use Efficiency,17.686190418,US$/m3,GDP per capita,876.025717,current US$/inhab,Total population with access to safe drinking-water (JMP),62.4,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5881,,Human Development Index (HDI) [highest = 1],0.495,,Total renewable water resources per capita,2016.908277186,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2015,SDG 6.4.1. Water Use Efficiency,18.582405051,US$/m3,GDP per capita,769.560684,current US$/inhab,Total population with access to safe drinking-water (JMP),63.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5881,,Human Development Index (HDI) [highest = 1],0.502,,Total renewable water resources per capita,1967.021216666,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2016,SDG 6.4.1. Water Use Efficiency,19.429420536,US$/m3,GDP per capita,792.440551,current US$/inhab,Total population with access to safe drinking-water (JMP),63.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5881,,Human Development Index (HDI) [highest = 1],0.506,,Total renewable water resources per capita,1918.720894505,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2017,SDG 6.4.1. Water Use Efficiency,20.126992668,US$/m3,GDP per capita,813.395007,current US$/inhab,Total population with access to safe drinking-water (JMP),63.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5881,,Human Development Index (HDI) [highest = 1],0.51,,Total renewable water resources per capita,1871.944957178,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2018,SDG 6.4.1. Water Use Efficiency,21.274153272,US$/m3,GDP per capita,873.554887,current US$/inhab,Total population with access to safe drinking-water (JMP),63.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5881,,Human Development Index (HDI) [highest = 1],0.513,,Total renewable water resources per capita,1826.840613376,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2019,SDG 6.4.1. Water Use Efficiency,22.015855632,US$/m3,GDP per capita,848.304534,current US$/inhab,Total population with access to safe drinking-water (JMP),63.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5881,,Human Development Index (HDI) [highest = 1],0.513,,Total renewable water resources per capita,1783.310975224,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2020,SDG 6.4.1. Water Use Efficiency,22.748742735,US$/m3,GDP per capita,868.895634,current US$/inhab,Total population with access to safe drinking-water (JMP),63.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5881,,Human Development Index (HDI) [highest = 1],0.513,,Total renewable water resources per capita,1741.173906555,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Togo,2021,SDG 6.4.1. Water Use Efficiency,23.724837233,US$/m3,GDP per capita,943.939354,current US$/inhab,Total population with access to safe drinking-water (JMP),63.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5881,,Human Development Index (HDI) [highest = 1],0.513,,Total renewable water resources per capita,1700.438493347,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,34.080717489,%,Industrial water withdrawal as % of total water withdrawal,2.825112108,%
Tokelau,2005,,,,,,,Total population with access to safe drinking-water (JMP),96.2,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2006,,,,,,,Total population with access to safe drinking-water (JMP),96.8,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2007,,,,,,,Total population with access to safe drinking-water (JMP),97.4,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2008,,,,,,,Total population with access to safe drinking-water (JMP),98.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2009,,,,,,,Total population with access to safe drinking-water (JMP),98.5,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2010,,,,,,,Total population with access to safe drinking-water (JMP),99.1,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2011,,,,,,,Total population with access to safe drinking-water (JMP),99.7,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2012,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2013,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2014,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2015,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2016,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2017,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2018,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2019,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2020,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tokelau,2021,,,,,,,Total population with access to safe drinking-water (JMP),100.0,%,,,,,,,,,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2005,,,,GDP per capita,2472.328295,current US$/inhab,Total population with access to safe drinking-water (JMP),98.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.468,,Human Development Index (HDI) [highest = 1],0.674,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2006,,,,GDP per capita,2728.907211,current US$/inhab,Total population with access to safe drinking-water (JMP),98.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.4696,,Human Development Index (HDI) [highest = 1],0.675,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2007,,,,GDP per capita,2844.435577,current US$/inhab,Total population with access to safe drinking-water (JMP),98.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.4712,,Human Development Index (HDI) [highest = 1],0.678,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2008,,,,GDP per capita,3151.950314,current US$/inhab,Total population with access to safe drinking-water (JMP),99.0,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.4728,,Human Development Index (HDI) [highest = 1],0.681,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2009,,,,GDP per capita,2988.87142,current US$/inhab,Total population with access to safe drinking-water (JMP),99.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.4744,,Human Development Index (HDI) [highest = 1],0.686,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2010,,,,GDP per capita,3457.271583,current US$/inhab,Total population with access to safe drinking-water (JMP),99.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.476,,Human Development Index (HDI) [highest = 1],0.692,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2011,,,,GDP per capita,4081.866497,current US$/inhab,Total population with access to safe drinking-water (JMP),99.3,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.47,,Human Development Index (HDI) [highest = 1],0.696,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2012,,,,GDP per capita,4315.99353,current US$/inhab,Total population with access to safe drinking-water (JMP),99.4,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.464,,Human Development Index (HDI) [highest = 1],0.7,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2013,,,,GDP per capita,4113.429539,current US$/inhab,Total population with access to safe drinking-water (JMP),99.5,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.458,,Human Development Index (HDI) [highest = 1],0.699,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2014,,,,GDP per capita,4048.42709,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6656,,Human Development Index (HDI) [highest = 1],0.699,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2015,,,,GDP per capita,3799.862961,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6656,,Human Development Index (HDI) [highest = 1],0.714,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2016,,,,GDP per capita,3981.839758,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6656,,Human Development Index (HDI) [highest = 1],0.715,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2017,,,,GDP per capita,4376.266009,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6656,,Human Development Index (HDI) [highest = 1],0.717,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2018,,,,GDP per capita,4560.66192,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6656,,Human Development Index (HDI) [highest = 1],0.717,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2019,,,,GDP per capita,4839.534726,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6656,,Human Development Index (HDI) [highest = 1],0.717,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2020,,,,GDP per capita,4626.178058,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6656,,Human Development Index (HDI) [highest = 1],0.717,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Tonga,2021,,,,GDP per capita,4450.531493,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.6656,,Human Development Index (HDI) [highest = 1],0.717,,Total renewable water resources per capita,0.0,m3/inhab/year,,,,,,
Trinidad and Tobago,2005,SDG 6.4.1. Water Use Efficiency,57.397502481,US$/m3,GDP per capita,12322.45606,current US$/inhab,Total population with access to safe drinking-water (JMP),94.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.349,,Human Development Index (HDI) [highest = 1],0.751,,Total renewable water resources per capita,2804.813468948,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,4.347826087,%,Industrial water withdrawal as % of total water withdrawal,33.623188406,%
